st_code,st_name,ac_no,ac_name,candidate,party,evm_votes,postal_votes,total_votes,percent_votes
S12,Madhya Pradesh,85,Jaitpur,Aelleni Sudhakar Rao,Bharatiya Janata Party,20259,130,20389,10.61
S12,Madhya Pradesh,85,Jaitpur,Gaganam Shekaraiah,Bahujan Samaj Party,2597,26,2623,1.36
S12,Madhya Pradesh,85,Jaitpur,JUPALLY KRISHNA RAO,Indian National Congress,92590,1019,93609,48.7
S12,Madhya Pradesh,85,Jaitpur,BEERAM HARSHAVARDHAN REDDY,Bharat Rashtra Samithi,63304,374,63678,33.13
S12,Madhya Pradesh,85,Jaitpur,Aadi Sandhya Rani,Dharma Samaj Party,752,14,766,0.4
S12,Madhya Pradesh,85,Jaitpur,GOUNTI VIKRAM YADAV,Samaikyandhra Parirakshana Samithi,888,1,889,0.46
S12,Madhya Pradesh,85,Jaitpur,Nenavath Shivudu,Navarang Congress Party,883,0,883,0.46
S12,Madhya Pradesh,85,Jaitpur,Karne Shireesha @Barrelakka,Independent,5658,96,5754,2.99
S12,Madhya Pradesh,85,Jaitpur,Keesari Harshavardhan Reddy,Independent,166,0,166,0.09
S12,Madhya Pradesh,85,Jaitpur,Talari Balavardhan,Independent,164,0,164,0.09
S12,Madhya Pradesh,85,Jaitpur,Dagadala Vishnuvardhan Goud @ Kondaraopally Vishnu Goud,Independent,311,3,314,0.16
S12,Madhya Pradesh,85,Jaitpur,Neelam Krishna Swaero,Independent,656,1,657,0.34
S12,Madhya Pradesh,85,Jaitpur,Soppari Venkataswamy,Independent,808,0,808,0.42
S12,Madhya Pradesh,85,Jaitpur,A Harshavardhan Rao,Independent,491,0,491,0.26
S12,Madhya Pradesh,85,Jaitpur,NOTA,None of the Above,1035,2,1037,0.54
