st_code,st_name,ac_no,ac_name,candidate,party,evm_votes,postal_votes,total_votes,percent_votes
S12,Madhya Pradesh,40,Naryawali,KATA SRINIVAS GOUD,Indian National Congress,97738,558,98296,35.5
S12,Madhya Pradesh,40,Naryawali,GUDEM MAHIPAL REDDY,Bharat Rashtra Samithi,105166,221,105387,38.06
S12,Madhya Pradesh,40,Naryawali,JONNALAGADDA MALLIKARJUNA RAO,Communist Party of India (Marxist),1153,5,1158,0.42
S12,Madhya Pradesh,40,Naryawali,NANDEESHWAR GOUD THOUTI,Bharatiya Janata Party,19872,91,19963,7.21
S12,Madhya Pradesh,40,Naryawali,NEELAM MADHU,Bahujan Samaj Party,46059,103,46162,16.67
S12,Madhya Pradesh,40,Naryawali,ANANGALLA RAMULU,Rashtra Samanya Praja Party,212,0,212,0.08
S12,Madhya Pradesh,40,Naryawali,KARRA DANAIAH,Marxist Communist Party of India (United),678,0,678,0.24
S12,Madhya Pradesh,40,Naryawali,DEVAIAH PALADI,Socialist Unity Centre Of India (COMMUNIST),394,0,394,0.14
S12,Madhya Pradesh,40,Naryawali,T. PADMA RAO,India Praja Bandhu Party,99,1,100,0.04
S12,Madhya Pradesh,40,Naryawali,BANDARU GOVARDHANA SURYANARAYANA,Bharatha Chaitanya Yuvajana Party,84,0,84,0.03
S12,Madhya Pradesh,40,Naryawali,LAKSHMAN ANNELA,Dharma Samaj Party,86,1,87,0.03
S12,Madhya Pradesh,40,Naryawali,KATHYAYANI KUMBHA,Independent,250,0,250,0.09
S12,Madhya Pradesh,40,Naryawali,KHADER MOHIUDDIN,Independent,408,1,409,0.15
S12,Madhya Pradesh,40,Naryawali,GANAPURAM VENU GOPAL,Independent,149,0,149,0.05
S12,Madhya Pradesh,40,Naryawali,PENMETS MADHAVI LATHA,Independent,315,0,315,0.11
S12,Madhya Pradesh,40,Naryawali,M. RAMULU,Independent,573,1,574,0.21
S12,Madhya Pradesh,40,Naryawali,NOTA,None of the Above,2657,6,2663,0.96
