st_code,st_name,ac_no,ac_name,candidate,party,evm_votes,postal_votes,total_votes,percent_votes
S29,Telangana,12,Bodhan,AMARNATH BABU. M,Bahujan Samaj Party,1407,18,1425,0.83
S29,Telangana,12,Bodhan,MOHAMMED SHAKIL AAMIR,Bharat Rashtra Samithi,63664,237,63901,37.17
S29,Telangana,12,Bodhan,MOHAN REDDY VADDI,Bharatiya Janata Party,33234,321,33555,19.52
S29,Telangana,12,Bodhan,P. SUDARSHAN REDDY,Indian National Congress,66433,530,66963,38.95
S29,Telangana,12,Bodhan,D. NAGARAJ,All India Forward Bloc,662,1,663,0.39
S29,Telangana,12,Bodhan,MURALI SAYAM,Dharma Samaj Party,171,0,171,0.1
S29,Telangana,12,Bodhan,MOSIN,Marxist Communist Party of India (United),477,4,481,0.28
S29,Telangana,12,Bodhan,RAJITHA VANI,Pyramid Party of India,123,0,123,0.07
S29,Telangana,12,Bodhan,SHARJEEL PARVEZ,All India Majlis-E-Inquilab-E-Millat,201,1,202,0.12
S29,Telangana,12,Bodhan,HANMAJI BHOOPAL REDDY,Alliance of Democratic Reforms Party,1590,1,1591,0.93
S29,Telangana,12,Bodhan,JUNAID AHMED KHALEEL,Independent,298,5,303,0.18
S29,Telangana,12,Bodhan,SHEK JALEEL,Independent,517,3,520,0.3
S29,Telangana,12,Bodhan,SYED ASGAR,Independent,634,2,636,0.37
S29,Telangana,12,Bodhan,A. SUDARSHAN RAJ,Independent,523,0,523,0.3
S29,Telangana,12,Bodhan,NOTA,None of the Above,867,5,872,0.51
