st_code,st_name,ac_no,ac_name,candidate,party,evm_votes,postal_votes,total_votes,percent_votes
S26,Chhattisgarh,51,Raipur City South,PRADEEP KUMAR SAHU,Janta Congress Chhattisgarh (J),1603,9,1612,1.03
S26,Chhattisgarh,51,Raipur City South,BRIJMOHAN AGRAWAL,Bharatiya Janata Party,108765,498,109263,69.48
S26,Chhattisgarh,51,Raipur City South,ADVOCATE MONIKA BAHAN,Bahujan Samaj Party,806,8,814,0.52
S26,Chhattisgarh,51,Raipur City South,Dr. MAHANT RAMSUNDAR DAS,Indian National Congress,41293,251,41544,26.42
S26,Chhattisgarh,51,Raipur City South,PT. VIJAY KUMAR JHA ADVOCATE,Aam Aadmi Party,808,11,819,0.52
S26,Chhattisgarh,51,Raipur City South,AJAY CHAKOLE,Gondvana Gantantra Party,51,0,51,0.03
S26,Chhattisgarh,51,Raipur City South,ANAND KUMAR NAURANGE,Right to Recall Party,61,0,61,0.04
S26,Chhattisgarh,51,Raipur City South,MANISH KUMAR THAKUR,Johar Chhattisgarh Party,336,1,337,0.21
S26,Chhattisgarh,51,Raipur City South,MANISH SHRIVASTAV,Samajwadi Party,71,0,71,0.05
S26,Chhattisgarh,51,Raipur City South,RAJMAHANT RAJENDRA KUMAR SONWANI,Republican Party of India,50,0,50,0.03
S26,Chhattisgarh,51,Raipur City South,SHOBHA THAKUR,Parivartan Party of India,92,0,92,0.06
S26,Chhattisgarh,51,Raipur City South,KRISNA CHINCHKHEDE,Independent,67,0,67,0.04
S26,Chhattisgarh,51,Raipur City South,CHETAN SEN,Independent,158,0,158,0.1
S26,Chhattisgarh,51,Raipur City South,JAGAT NAYAK,Independent,135,0,135,0.09
S26,Chhattisgarh,51,Raipur City South,DHEERAJ TIWARI,Independent,421,0,421,0.27
S26,Chhattisgarh,51,Raipur City South,NAZIA ANJUM,Independent,315,1,316,0.2
S26,Chhattisgarh,51,Raipur City South,NEERAJ SAINI PUJARI,Independent,107,0,107,0.07
S26,Chhattisgarh,51,Raipur City South,PRAVIN JAIN,Independent,167,0,167,0.11
S26,Chhattisgarh,51,Raipur City South,MAHESH PANDEY,Independent,37,0,37,0.02
S26,Chhattisgarh,51,Raipur City South,MILAN KUMAR SAHU,Independent,137,0,137,0.09
S26,Chhattisgarh,51,Raipur City South,VASUDEO JOTWANI,Independent,197,0,197,0.13
S26,Chhattisgarh,51,Raipur City South,SHREYANSH SAHU,Independent,78,0,78,0.05
S26,Chhattisgarh,51,Raipur City South,NOTA,None of the Above,722,7,729,0.46
